cohort,profile_encoder,reference_encoder,split_id,repeat_id,fold_id,metric,delta
common,fpca256_4,raw100,85,17,0,roc_auc,0.0535714285714286
common,fpca256_4,raw100,85,17,0,sensitivity,0.2142857142857143
common,fpca256_4,raw100,85,17,0,specificity,-0.45000000000000007
common,fpca256_4,raw100,86,17,1,roc_auc,0.0753968253968254
common,fpca256_4,raw100,86,17,1,sensitivity,0.2142857142857142
common,fpca256_4,raw100,86,17,1,specificity,0.05555555555555558
common,fpca256_4,raw100,87,17,2,roc_auc,0.021428571428571463
common,fpca256_4,raw100,87,17,2,sensitivity,0.1428571428571429
common,fpca256_4,raw100,87,17,2,specificity,-0.35
common,fpca256_4,raw100,88,17,3,roc_auc,-0.025210084033613356
common,fpca256_4,raw100,88,17,3,sensitivity,0.2142857142857143
common,fpca256_4,raw100,88,17,3,specificity,-0.4117647058823529
common,fpca256_4,raw100,89,17,4,roc_auc,0.12781954887218028
common,fpca256_4,raw100,89,17,4,sensitivity,0.0
common,fpca256_4,raw100,89,17,4,specificity,0.0
common,fpca256_4,raw100,90,18,0,roc_auc,0.1127819548872181
common,fpca256_4,raw100,90,18,0,sensitivity,0.0714285714285714
common,fpca256_4,raw100,90,18,0,specificity,-0.3684210526315789
common,fpca256_4,raw100,91,18,1,roc_auc,-0.05555555555555547
common,fpca256_4,raw100,91,18,1,sensitivity,0.2142857142857143
common,fpca256_4,raw100,91,18,1,specificity,-0.055555555555555525
common,fpca256_4,raw100,92,18,2,roc_auc,0.025210084033613467
common,fpca256_4,raw100,92,18,2,sensitivity,0.0
common,fpca256_4,raw100,92,18,2,specificity,-0.05882352941176472
common,fpca256_4,raw100,93,18,3,roc_auc,0.05964912280701762
common,fpca256_4,raw100,93,18,3,sensitivity,0.0
common,fpca256_4,raw100,93,18,3,specificity,0.05263157894736842
common,fpca256_4,raw100,94,18,4,roc_auc,-0.1208791208791209
common,fpca256_4,raw100,94,18,4,sensitivity,-0.3076923076923077
common,fpca256_4,raw100,94,18,4,specificity,0.19047619047619047
common,fpca256_4,raw100,95,19,0,roc_auc,-0.011278195488721776
common,fpca256_4,raw100,95,19,0,sensitivity,0.07142857142857151
common,fpca256_4,raw100,95,19,0,specificity,0.05263157894736842
