profile_encoder,scope,split_id,component,explained_variance_ratio,cumulative_explained_variance_ratio
fpca256_4,outer_fold,47,2,0.26477082210082115,0.8965914021042543
fpca256_4,outer_fold,47,3,0.03258718720735603,0.9291785893116102
fpca256_4,outer_fold,47,4,0.016536868355328915,0.9457154576669391
fpca256_4,outer_fold,48,1,0.641089844527469,0.641089844527469
fpca256_4,outer_fold,48,2,0.25553084216723465,0.8966206866947036
fpca256_4,outer_fold,48,3,0.03462468115153929,0.9312453678462429
fpca256_4,outer_fold,48,4,0.01735189583299144,0.9485972636792344
fpca256_4,outer_fold,49,1,0.5752956838151554,0.5752956838151554
fpca256_4,outer_fold,49,2,0.30792495082365146,0.8832206346388068
fpca256_4,outer_fold,49,3,0.03945337769383891,0.9226740123326458
fpca256_4,outer_fold,49,4,0.020276125954368656,0.9429501382870145
fpca256_4,outer_fold,50,1,0.6195344641174463,0.6195344641174463
fpca256_4,outer_fold,50,2,0.2702269787506216,0.8897614428680679
