model_name,split_id,evaluation_mode,roc_auc,pr_auc,brier_score,log_loss,calibration_intercept,calibration_slope,sensitivity_target,specificity_target,balanced_accuracy_target,ppv_target,npv_target,tp_target,tn_target,fp_target,fn_target,train_patients,test_patients,train_target_cases,test_target_cases,train_cancer_target_cases,test_cancer_target_cases,threshold_youden,threshold_target,target_sensitivity,target_reached,selected_lr1_c,selected_lr2_c
aramina_target_breast_risk,31,stratified_kfold,0.6283422459893049,0.6097893971464359,0.24942056677098512,0.7111317123374836,-0.13983023053343663,0.3862895953671551,0.8235294117647058,0.36363636363636365,0.5935828877005347,0.5,0.7272727272727273,14,8,14,3,142,36,154,39,65,17,0.5008870410244264,0.2617145851286509,0.95,True,0.1,0.3
aramina_target_breast_risk,32,stratified_kfold,0.6875,0.6381610886523846,0.23217142546708008,0.6659868727595926,-0.0785330166168645,0.4911505306501957,0.75,0.5,0.625,0.5217391304347826,0.7333333333333333,12,11,11,4,142,36,155,38,66,16,0.5478390100416144,0.24296750581573973,0.95,True,0.1,0.3
aramina_target_breast_risk,33,stratified_kfold,0.5842391304347826,0.5360042918075627,0.2970163178250211,0.8316975250015005,-0.37481308456682155,0.21315938596601694,0.75,0.391304347826087,0.5706521739130435,0.46153846153846156,0.6923076923076923,12,9,14,4,143,35,154,39,66,16,0.36491950221062236,0.31629330742762213,0.95,True,0.1,0.3
aramina_target_breast_risk,34,stratified_kfold,0.6203208556149733,0.5858518720227378,0.277475568084319,0.781598047210981,-0.2735019230002729,0.30691854797399576,0.7058823529411765,0.4090909090909091,0.5574866310160428,0.48,0.6428571428571429,12,9,13,5,143,35,154,39,65,17,0.46297976027237325,0.29961548195037496,0.95,True,0.1,0.3
aramina_target_breast_risk,35,stratified_kfold,0.7321428571428571,0.7258791751726534,0.22624738778027154,0.6404128019721467,-0.35544299211230185,0.651770358251383,0.9375,0.2857142857142857,0.6116071428571428,0.5,0.8571428571428571,15,6,15,1,142,36,156,37,66,16,0.5621188066921874,0.2759775254145784,0.95,True,0.1,0.3
aramina_target_breast_risk,36,stratified_kfold,0.5784313725490197,0.5116283794569716,0.2894714838020872,0.8082779122270898,-0.04271010829404049,0.26340469009720135,0.47058823529411764,0.5416666666666666,0.5061274509803921,0.42105263157894735,0.5909090909090909,8,13,11,9,142,36,152,41,65,17,0.4098121582008121,0.28761295839422185,0.95,True,0.1,0.3
aramina_target_breast_risk,37,stratified_kfold,0.7780748663101605,0.7497846787320471,0.19117667758969384,0.5688728169108089,0.03130026465299058,0.9092799592830547,0.8823529411764706,0.5,0.6911764705882353,0.5769230769230769,0.8461538461538461,15,11,11,2,142,36,154,39,65,17,0.5610351118648566,0.3040473249612099,0.95,True,0.1,0.3
aramina_target_breast_risk,38,stratified_kfold,0.6711956521739131,0.4893641705624097,0.22161888973496305,0.6364484459907637,-0.35941778419044185,0.6784324270577169,1.0,0.34782608695652173,0.6739130434782609,0.5161290322580645,1.0,16,8,15,0,143,35,154,39,66,16,0.4092914110739431,0.23542183287690854,0.95,True,0.1,0.3
aramina_target_breast_risk,39,stratified_kfold,0.630952380952381,0.6268861573358221,0.279740736961264,0.8166818818518526,-0.3247041963027031,0.26653253292159335,0.75,0.3333333333333333,0.5416666666666666,0.46153846153846156,0.6363636363636364,12,7,14,4,143,35,156,37,66,16,0.5031611727646574,0.2892511576057943,0.95,True,0.1,0.3
aramina_target_breast_risk,40,stratified_kfold,0.7678571428571428,0.633492346182164,0.20758233386993769,0.6010568100266318,-0.08961126039557205,0.6351004029741855,1.0,0.42857142857142855,0.7142857142857143,0.5714285714285714,1.0,16,9,12,0,142,36,156,37,66,16,0.49721916817594347,0.2006340475197942,0.95,True,0.1,0.3
aramina_target_breast_risk,41,stratified_kfold,0.6467391304347827,0.587110100785076,0.23080272314582265,0.6593516657203665,-0.1397674771238134,0.5321727640609236,0.8125,0.43478260869565216,0.623641304347826,0.5,0.7692307692307693,13,10,13,3,142,36,154,39,66,16,0.40911354747997514,0.2871316390789731,0.95,True,0.1,0.3
aramina_target_breast_risk,42,stratified_kfold,0.5995370370370371,0.6175913894385214,0.28714224875856903,0.7964705285202788,-0.3338476752151002,0.2619744750001055,0.8333333333333334,0.25,0.5416666666666667,0.45454545454545453,0.6666666666666666,15,6,18,3,142,36,151,42,64,18,0.43878974745057475,0.2706102092276264,0.95,True,0.1,0.3
aramina_target_breast_risk,43,stratified_kfold,0.7443181818181818,0.7113438415138783,0.21182802459702557,0.6184106067791412,-0.21007311478063428,0.56918068158045,0.8125,0.5,0.65625,0.5416666666666666,0.7857142857142857,13,11,11,3,143,35,155,38,66,16,0.4703136210604283,0.24129467740081206,0.95,True,0.1,0.3
aramina_target_breast_risk,44,stratified_kfold,0.6577380952380952,0.6433868857246806,0.24375138046704334,0.7025597771378531,-0.16003618176260775,0.4102286961460376,0.75,0.42857142857142855,0.5892857142857143,0.5,0.6923076923076923,12,9,12,4,143,35,156,37,66,16,0.4588458880144552,0.30837188328320636,0.95,True,0.1,0.3
aramina_target_breast_risk,45,stratified_kfold,0.8098958333333333,0.7643820646945647,0.17638807494931966,0.5232363936993589,-0.4927796755274949,0.9131927812669599,0.875,0.4166666666666667,0.6458333333333334,0.5,0.8333333333333334,14,10,14,2,142,36,153,40,66,16,0.4669792780390596,0.29395149531207787,0.95,True,0.1,0.3
aramina_target_breast_risk,46,stratified_kfold,0.6214833759590793,0.5636476442675123,0.28422584595375555,0.8312218259972427,-0.32860506623046337,0.23566193264328528,0.8235294117647058,0.391304347826087,0.6074168797953964,0.5,0.75,14,9,14,3,142,36,153,40,65,17,0.501007381015928,0.3011523299312442,0.95,True,0.1,0.3
aramina_target_breast_risk,47,stratified_kfold,0.7682291666666666,0.6867352169137192,0.21831422351043703,0.6416896599417208,-0.5609603663674421,0.6211886642449991,0.9375,0.375,0.65625,0.5,0.9,15,9,15,1,142,36,153,40,66,16,0.40000348990748186,0.24682824102109102,0.95,True,0.1,0.3
aramina_target_breast_risk,48,stratified_kfold,0.631578947368421,0.6667101564333399,0.2558917460048136,0.7289517865374618,0.008895953588025002,0.3627060481665328,0.7647058823529411,0.42105263157894735,0.5928792569659442,0.5416666666666666,0.6666666666666666,13,8,11,4,143,35,157,36,65,17,0.4888463869425837,0.29960254769233985,0.95,True,0.1,0.3
aramina_target_breast_risk,49,stratified_kfold,0.6458333333333333,0.5711097359130826,0.2538149000751717,0.6896751377710434,0.0077467922634678905,0.4681790855520375,0.75,0.47619047619047616,0.6130952380952381,0.5217391304347826,0.7142857142857143,12,10,11,4,143,35,156,37,66,16,0.4873157573340102,0.2653158964837321,0.95,True,0.1,0.3
aramina_target_breast_risk,50,stratified_kfold,0.6086956521739131,0.5975572836714758,0.30409227495693764,0.9082018933525621,-0.3529066557810373,0.19103631155268633,0.7647058823529411,0.391304347826087,0.578005115089514,0.48148148148148145,0.6923076923076923,13,9,14,4,142,36,153,40,65,17,0.41738788439081254,0.35945178744976924,0.95,True,0.1,0.3
aramina_target_breast_risk,51,stratified_kfold,0.625,0.6199798921908434,0.268639904960716,0.7384411953986113,-0.16382979282091345,0.3284739056470829,0.75,0.5,0.625,0.5217391304347826,0.7333333333333333,12,11,11,4,142,36,155,38,66,16,0.4369402481036184,0.26936088207203235,0.95,True,0.1,0.3
aramina_target_breast_risk,52,stratified_kfold,0.7630208333333333,0.7393640390211232,0.19385450545715488,0.5634484585174755,-0.09485591835872274,0.8150569163557859,0.8125,0.5,0.65625,0.52,0.8,13,12,12,3,142,36,153,40,66,16,0.4976260658478763,0.2863068158112356,0.95,True,0.1,0.3
aramina_target_breast_risk,53,stratified_kfold,0.6636904761904762,0.5725528918973535,0.24777449266231916,0.7054675638249641,-0.3602751254229982,0.47254801456886975,1.0,0.14285714285714285,0.5714285714285714,0.47058823529411764,1.0,16,3,18,0,143,35,156,37,66,16,0.5035052511107594,0.20739657160569758,0.95,True,0.1,0.3
aramina_target_breast_risk,54,stratified_kfold,0.7563025210084033,0.704368354720017,0.20442060468737214,0.5864576513092031,0.0699123380768347,0.9443013854785565,0.9411764705882353,0.42857142857142855,0.6848739495798319,0.5714285714285714,0.9,16,9,12,1,143,35,155,38,65,17,0.4943123908060923,0.2922853094205178,0.95,True,0.1,0.3
aramina_target_breast_risk,55,stratified_kfold,0.7215909090909091,0.7042626528743015,0.22662642369579847,0.6651576284709673,-0.30359559876772346,0.5185478743026992,0.8125,0.45454545454545453,0.6335227272727273,0.52,0.7692307692307693,13,10,12,3,142,36,155,38,66,16,0.4591897433639975,0.28334482571040676,0.95,True,0.1,0.3
aramina_target_breast_risk,56,stratified_kfold,0.6739130434782609,0.6098421050082192,0.2526741932685552,0.7166867831174581,-0.45387537060056576,0.460129176458971,0.875,0.21739130434782608,0.5461956521739131,0.4375,0.7142857142857143,14,5,18,2,142,36,154,39,66,16,0.4856051885013575,0.2380048781320819,0.95,True,0.1,0.3
aramina_target_breast_risk,57,stratified_kfold,0.7529761904761905,0.7337957181707182,0.21466746867511466,0.6254533157994805,-0.23315490622001322,0.6891595361088182,0.8125,0.23809523809523808,0.5252976190476191,0.4482758620689655,0.625,13,5,16,3,142,36,156,37,66,16,0.4758356865725409,0.25269492677316735,0.95,True,0.1,0.3
